"B_Total_Grappling_Reversals_Landed","R_Total_Grappling_Reversals_Landed","B_Total_Grappling_Standups_Landed","R_Total_Grappling_Standups_Landed","B_Total_Grappling_Submissions_Attempts","R_Total_Grappling_Submissions_Attempts","B_Total_Grappling_Takedowns_Attempts","R_Total_Grappling_Takedowns_Attempts","B_Total_Grappling_Takedowns_Landed","R_Total_Grappling_Takedowns_Landed","B_Total_Strikes_Body Significant Strikes_Attempts","R_Total_Strikes_Body Significant Strikes_Attempts","B_Total_Strikes_Body Significant Strikes_Landed","R_Total_Strikes_Body Significant Strikes_Landed","B_Total_Strikes_Body Total Strikes_Attempts","R_Total_Strikes_Body Total Strikes_Attempts","B_Total_Strikes_Body Total Strikes_Landed","R_Total_Strikes_Body Total Strikes_Landed","B_Total_Strikes_Clinch Total Strikes_Attempts","R_Total_Strikes_Clinch Total Strikes_Attempts","B_Total_Strikes_Clinch Total Strikes_Landed","R_Total_Strikes_Clinch Total Strikes_Landed","B_Total_Strikes_Distance Strikes_Attempts","R_Total_Strikes_Distance Strikes_Attempts","B_Total_Strikes_Distance Strikes_Landed","R_Total_Strikes_Distance Strikes_Landed","B_Total_Strikes_Ground Total Strikes_Attempts","R_Total_Strikes_Ground Total Strikes_Attempts","B_Total_Strikes_Ground Total Strikes_Landed","R_Total_Strikes_Ground Total Strikes_Landed","B_Total_Strikes_Head Total Strikes_Attempts","R_Total_Strikes_Head Total Strikes_Attempts","B_Total_Strikes_Head Total Strikes_Landed","R_Total_Strikes_Head Total Strikes_Landed","B_Total_Strikes_Kicks_Attempts","R_Total_Strikes_Kicks_Attempts","B_Total_Strikes_Kicks_Landed","R_Total_Strikes_Kicks_Landed","B_Total_Strikes_Knock Down_Landed","R_Total_Strikes_Knock Down_Landed","B_Total_Strikes_Legs Total Strikes_Attempts","R_Total_Strikes_Legs Total Strikes_Attempts","B_Total_Strikes_Legs Total Strikes_Landed","R_Total_Strikes_Legs Total Strikes_Landed","B_Total_Strikes_Punches_Attempts","R_Total_Strikes_Punches_Attempts","B_Total_Strikes_Punches_Landed","R_Total_Strikes_Punches_Landed","B_Total_Strikes_Total Strikes_Attempts","R_Total_Strikes_Total Strikes_Attempts","B_Total_Strikes_Total Strikes_Landed","R_Total_Strikes_Total Strikes_Landed","B_Total_TIP_Back Control Time","R_Total_TIP_Back Control Time","B_Total_TIP_Clinch Time","R_Total_TIP_Clinch Time","B_Total_TIP_Control Time","R_Total_TIP_Control Time","B_Total_TIP_Distance Time","R_Total_TIP_Distance Time","B_Total_TIP_Ground Control Time","R_Total_TIP_Ground Control Time","B_Total_TIP_Ground Time","R_Total_TIP_Ground Time","B_Total_TIP_Guard Control Time","R_Total_TIP_Guard Control Time","B_Total_TIP_Half Guard Control Time","R_Total_TIP_Half Guard Control Time","B_Total_TIP_Misc. Ground Control Time","R_Total_TIP_Misc. Ground Control Time","B_Total_TIP_Mount Control Time","R_Total_TIP_Mount Control Time","B_Total_TIP_Neutral Time","R_Total_TIP_Neutral Time","B_Total_TIP_Side Control Time","R_Total_TIP_Side Control Time","B_Total_TIP_Standing Time","R_Total_TIP_Standing Time","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_ID","R_ID","B_Weight","R_Weight","B_Location","R_Location","Max_round","winner"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","31","30","182","190","2261","1984","70","70","Rio de Janeiro Brazil","Fort Worth, Texas USA","3","red"
"1","0","8","3","1","7","9","18","7","7","110","56","68","40","116","60","74","44","74","29","55","18","518","270","217","122","50","133","40","104","474","322","197","157","65","41","38","20","2","1","41","50","35","43","162","66","66","27","642","432","312","244","2","36","674","339","380","563","2709","1563","150","519","889","1437","12","99","33","137","80","38","16","129","2828","1647","7","80","3383","1902","6","4","2","4","28","24","177","180","1755","2362","65","65","Miami, Florida United States","Chicago, Illinois USA","5","red"
"0","5","1","17","2","16","4","33","4","12","20","97","8","72","40","139","28","113","21","105","18","82","45","484","12","173","91","351","80","268","106","764","75","374","0","0","0","0","0","1","11","34","7","33","0","0","0","0","157","940","110","523","0","258","24","768","234","2049","261","1647","230","1683","1228","3163","0","317","33","379","0","0","197","577","267","1841","0","152","285","2415","1","8","0","0","30","25","170","175","1970","2166","56","56","Lee's Summit, Missouri USA","Kapolei, HI USA","3","blue"
"0","0","0","0","0","0","1","2","0","1","6","9","4","6","10","13","7","10","9","12","7","9","39","57","14","21","14","20","11","16","47","69","21","31","3","5","2","3","0","0","4","6","4","5","14","24","7","12","63","90","33","47","5","11","63","90","87","129","207","305","63","93","123","162","19","25","11","18","4","8","17","23","218","318","4","6","271","394","0","0","0","0","29","27","167","170","2143","2054","56","61","Tamuning Guam","Honolulu, Hawaii USA","3","red"
"0","0","1","1","0","0","6","7","2","2","23","27","15","18","34","39","26","29","31","36","24","27","151","167","56","62","48","54","39","44","179","195","78","85","12","14","8","10","0","0","16","20","13","16","62","63","31","31","231","258","120","134","22","29","212","251","291","338","824","884","209","231","401","438","53","60","37","43","19","18","61","61","849","926","14","18","972","1129","0","0","0","0","28","27","193","193","2788","2787","109","113","Rosharon, Texas USA","D'Iberville, Mississippi USA","3","blue"
"0","0","5","1","1","1","5","3","3","1","12","19","10","15","16","26","14","22","41","2","34","1","155","329","41","155","8","53","7","52","183","269","64","116","11","30","7","17","1","3","5","27","4","22","114","112","39","24","204","384","82","208","0","0","366","79","69","379","1268","1697","57","377","268","409","22","0","0","167","12","0","23","181","1329","1774","0","29","1634","1776","4","2","0","0","31","30","175","177","965","942","77","77","Lake Forest, California USA","Brussels, Belgium USA","3","red"
"0","0","1","0","2","0","5","0","0","0","33","0","26","0","69","0","59","0","105","0","94","0","223","0","97","0","4","0","3","0","223","0","97","0","0","0","0","0","1","0","40","0","38","0","0","0","0","0","332","0","194","0","0","0","299","0","252","0","599","0","5","0","5","0","0","0","0","0","0","0","5","0","643","0","0","0","898","0","2","0","0","0","33","30","185","195","2205","2285","93","93","Salt Lake City, Utah USA","Chula Vista, California USA","3","blue"
"0","0","3","1","2","2","39","29","14","9","11","31","8","19","23","44","20","32","27","123","25","88","99","237","41","83","189","109","176","71","285","371","215","163","0","70","0","60","0","0","5","35","5","29","0","295","0","136","315","469","242","242","138","70","381","715","1588","952","474","808","1286","440","1297","559","594","137","260","7","0","97","154","92","545","941","140","37","855","1523","4","4","2","0","38","30","170","167","750","1907","65","65","Ibaraki Japan","Lindenhurst, New York United States","3","red"
"0","0","2","8","0","3","2","14","0","6","51","111","39","95","51","149","39","132","74","274","46","238","416","552","180","260","41","139","37","108","380","763","142","436","13","88","11","66","2","0","84","53","70","38","42","386","28","219","531","965","263","606","0","0","400","1329","90","1097","2116","6423","84","738","735","905","19","261","0","105","0","255","65","117","2186","6585","0","0","2516","4152","6","6","0","0","30","32","180","180","1783","1272","77","77","Riverside, California USA","Miami, Florida USA","3","blue"
"0","0","0","0","0","0","1","2","0","0","6","9","4","6","10","13","7","9","9","12","7","9","39","55","14","20","14","18","11","14","47","65","21","28","3","4","2","3","0","0","4","6","4","5","14","21","7","10","63","86","33","44","5","9","63","83","87","112","207","294","63","77","123","146","19","20","11","14","4","6","17","20","218","308","4","6","271","376","0","0","0","0","32","33","160","162","1911","2016","56","56","Hoboken, New Jersey USA","Portsmouth England","3","no contest"
"0","0","0","0","0","1","7","1","4","0","6","19","3","13","82","24","79","18","26","26","22","22","93","208","23","69","223","3","189","3","242","195","139","61","19","23","15","16","0","1","18","18","16","15","158","151","82","63","342","237","234","94","15","0","268","525","1149","37","457","1088","1025","2","1079","15","389","0","314","0","60","2","95","0","480","1099","152","0","725","1613","2","2","2","0","26","28","172","182","2213","2048","65","65","Coconut Creek, Florida United States","Minas Gerais Brazil","3","blue"
"0","0","0","0","0","0","0","0","0","0","1","2","0","2","1","2","0","2","0","2","0","1","37","4","12","2","0","1","0","1","36","4","12","1","0","10","0","7","0","0","0","1","0","1","0","2","0","1","37","7","12","4","0","0","0","17","0","0","0","89","0","0","0","147","0","0","0","0","0","0","0","0","0","98","0","0","0","106","1","1","0","0","40","29","190","213","272","649","109","120","Rio de Janeiro Brazil","Beverwijk The Netherlands","3","red"
"0","0","0","7","1","1","50","17","26","5","22","51","18","42","62","59","57","50","68","75","55","50","165","218","57","86","389","129","299","109","512","356","311","188","25","20","19","15","0","0","45","7","41","7","173","189","118","88","622","422","411","245","0","51","515","752","1940","556","1096","1712","1603","469","1710","892","432","0","306","277","238","0","545","141","1246","1877","82","0","1611","2464","6","3","1","1","36","37","187","187","1694","1968","93","93","Dana Point, California USA","Danbury, Connecticut United States","3","red"
"0","0","4","1","1","0","1","8","0","2","2","5","2","2","7","7","7","4","9","31","7","12","21","122","9","23","45","17","42","13","67","163","50","44","0","5","0","2","1","2","1","0","1","0","0","164","0","67","75","170","58","48","0","0","217","164","124","141","225","562","71","89","637","391","0","30","0","0","0","59","71","0","247","593","0","0","442","726","2","3","0","1","31","33","180","172","2582","2013","70","70","Denver, Colorado United States","Boca Raton, Florida United States","3","red"
"0","0","1","3","1","2","0","2","0","1","8","18","8","5","12","25","12","12","13","7","11","5","65","101","14","25","4","6","4","5","57","82","12","18","27","0","16","0","1","0","13","7","5","5","59","0","31","0","82","114","29","35","13","0","289","61","24","54","388","668","24","36","168","172","0","35","0","0","11","0","0","1","392","683","0","0","677","729","1","1","0","0","30","29","172","167","2371","2091","56","56","Fontana, California USA","Chino, CA USA","3","blue"
"0","0","2","2","0","2","5","8","5","6","1","7","1","6","33","9","33","8","16","11","11","9","161","72","43","17","102","34","88","21","242","100","105","32","0","0","0","0","1","0","4","8","4","7","120","0","79","0","279","117","142","47","0","80","324","151","679","619","539","393","552","519","603","1326","338","34","50","137","41","0","66","238","567","436","57","30","863","544","3","2","0","0","33","27","182","187","2286","2246","84","84","Uniondale, New York USA","Coconut Creek, Florida United States","3","red"
"1","1","6","2","1","2","5","8","0","3","40","13","31","7","43","15","34","8","63","7","51","5","214","109","79","37","10","28","9","19","231","120","93","49","0","0","0","0","0","0","13","9","12","4","0","0","0","0","287","144","139","61","0","18","300","196","218","313","1074","783","115","236","313","594","57","0","39","52","0","0","19","147","1132","800","0","19","1374","979","2","2","1","1","30","32","180","180","2508","525","77","77","Francisco Beltrao, Parana Brazil","Tokyo Japan","3","blue"
"0","0","0","0","0","2","0","3","0","1","0","47","0","36","0","60","0","44","0","12","0","7","0","255","0","85","0","64","0","54","0","264","0","97","0","0","0","0","0","0","0","7","0","5","0","0","0","0","0","331","0","146","0","17","0","18","0","118","0","931","0","118","0","674","0","2","0","0","0","0","0","99","0","949","0","0","0","949","0","3","0","1","27","25","152","170","2808","2465","52","52","Van Nuys, California USA","Volnogorsk Ukraine","3","red"
"0","0","0","0","0","0","0","0","0","0","2","0","2","0","2","0","2","0","8","0","5","0","24","0","8","0","0","0","0","0","28","0","9","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","32","0","13","0","0","0","35","0","0","0","124","0","0","0","2","0","0","0","0","0","0","0","0","0","125","0","0","0","159","0","1","0","0","0","26","39","193","182","2581","2324","84","84","Coconut Creek, Florida United States","Melbourne, Victoria Australia","3","red"
"0","0","0","0","0","0","5","0","2","0","24","5","20","1","28","5","24","1","60","12","38","5","161","29","74","10","36","29","26","22","201","62","87","33","0","12","0","7","0","1","0","0","0","0","0","50","0","32","257","70","138","37","11","0","127","14","293","19","591","193","183","15","183","15","18","0","59","0","0","15","95","0","608","203","0","0","718","207","1","1","1","1","31","30","167","167","1905","1527","61","65","Denver, Colorado USA","Rio de Janeiro Brazil","5","blue"
"0","0","1","0","0","0","1","0","1","0","113","2","52","2","120","2","59","2","17","0","15","0","334","22","133","12","17","10","14","10","242","30","99","20","5","0","4","0","1","1","6","0","4","0","339","28","159","16","368","32","162","22","0","0","217","17","90","13","1798","118","42","4","55","4","26","0","0","0","16","4","0","0","1802","124","0","0","2015","135","2","1","0","1","33","35","193","193","535","969","108","120","Salvador, Bahia Brazil","Kenosha, Wisconsin USA","5","blue"
"0","0","0","0","1","3","24","7","9","5","18","20","10","14","87","22","79","16","45","35","33","23","72","127","21","50","255","62","204","45","280","190","174","92","0","0","0","0","0","1","5","12","5","10","0","0","0","0","372","224","258","118","2","0","399","472","1189","940","478","997","814","605","856","612","500","80","188","325","0","0","84","163","501","1062","40","37","877","1469","3","3","3","3","29","26","180","180","2297","2247","77","77","Fort Lauderdale, Florida USA","Rio de Janeiro Brazil","3","red"
"2","0","4","3","0","0","6","1","2","1","58","53","48","42","85","55","74","44","117","15","99","10","151","196","85","111","153","30","143","26","305","164","223","81","0","10","0","7","1","0","31","22","30","22","0","2","0","1","421","241","327","147","0","0","854","471","463","84","629","1070","382","27","1112","526","173","0","36","18","0","0","173","9","667","1134","0","0","1483","1541","5","4","3","1","34","29","182","213","2083","649","112","120","Warsaw Poland","Beverwijk The Netherlands","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","38","33","177","175","356","1066","70","77","San Jose, CA USA","Glendale, Arizona USA","5","red"
"0","0","0","0","1","0","3","0","2","0","5","0","4","0","6","0","5","0","5","0","5","0","33","0","13","0","6","0","4","0","36","0","15","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","44","0","22","0","0","0","42","0","183","0","110","0","148","0","148","0","0","0","50","0","0","0","40","0","117","0","58","0","152","0","1","0","0","0","28","32","190","180","2364","1638","84","84","Cuba, Missouri USA","Seoul South Korea","3","red"
"0","0","1","2","0","0","7","27","2","8","84","23","70","22","111","52","97","51","22","75","20","50","170","456","128","190","186","408","162","342","211","856","162","503","34","29","33","22","2","3","52","19","47","19","180","403","142","213","378","939","310","582","0","0","200","395","744","1285","2199","2601","693","977","736","1033","322","14","222","469","127","82","22","379","2261","2644","0","33","2399","2996","6","6","4","3","36","34","193","193","808","1852","120","109","Amsterdam The Netherlands","Independence, Ohio USA","5","red"
"0","0","3","4","0","0","2","4","2","0","17","12","11","7","25","27","19","21","17","16","7","10","85","145","24","27","70","78","53","52","140","206","60","64","8","8","5","7","0","1","7","6","5","4","28","188","5","86","172","239","84","89","0","0","21","342","20","539","118","640","0","452","0","722","0","172","0","117","0","118","0","45","119","666","0","0","139","982","2","3","0","0","35","33","180","170","454","1051","61","61","Tucson, AZ USA","Kanagawa Japan","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","29","22","170","175","2259","2258","65","70","Escondido, CA USA","Epping, Victoria Australia","3","red"
"1","2","4","4","2","3","3","1","2","0","5","5","4","5","12","5","11","5","19","5","13","3","125","63","36","25","61","41","57","27","189","93","91","41","0","0","0","0","1","2","4","11","4","9","0","0","0","0","205","109","106","55","26","129","116","46","79","294","912","217","69","284","1342","787","0","30","5","0","0","0","30","114","955","237","8","11","1028","263","3","3","0","0","26","28","165","165","2610","2505","56","56","Tampa, Florida USA","Brisbane Australia","3","red"
"0","0","5","1","0","0","4","0","3","0","24","9","16","8","36","9","26","8","52","7","45","6","116","50","29","23","73","16","68","16","193","63","107","36","0","0","0","0","0","1","12","1","9","1","0","0","0","0","241","73","142","45","0","0","577","75","208","92","522","368","170","81","707","467","0","21","37","49","0","0","8","11","528","382","125","0","1099","443","2","2","1","1","28","25","182","182","2209","2329","77","77","Lodz Poland","Birmingham England","3","red"
"1","0","0","6","0","3","1","10","0","4","19","43","10","27","21","51","12","34","2","14","2","12","107","158","42","64","19","58","14","52","93","152","33","74","0","0","0","0","1","1","14","27","13","20","0","0","0","0","128","230","58","128","9","138","22","340","94","517","517","1166","93","461","362","750","70","126","0","19","0","0","14","58","530","1226","0","120","539","1506","1","6","0","0","23","32","182","182","2772","1820","77","77","Curitiba Brazil","Vila Velha, Espirito Santo Brazil","3","red"
"1","0","7","5","1","1","10","17","5","5","99","40","69","21","131","47","101","27","153","24","115","17","862","153","339","57","148","52","120","34","943","166","392","70","27","32","21","18","2","0","78","16","70","11","175","60","72","28","1163","229","574","108","14","0","991","123","980","0","3857","502","653","0","1140","33","251","0","54","0","58","0","213","0","4056","553","63","0","4848","625","7","2","1","0","25","37","175","180","2070","1403","84","84","Yuma, Arizona United States","Austin, TX United States","3","blue"
"0","0","0","1","1","0","3","10","3","6","17","19","10","12","21","20","13","13","61","23","39","14","119","114","22","27","40","13","26","9","175","111","56","22","0","0","0","0","1","0","24","19","18","15","0","0","0","0","220","150","87","50","72","0","310","164","456","257","672","570","330","133","549","163","139","67","3","25","0","0","115","41","778","607","1","0","982","734","3","1","1","1","32","32","182","180","1422","2509","77","77","Kansas City, MO USA","Copenhagen Denmark","3","blue"
"0","0","0","1","0","0","0","12","0","4","0","20","0","15","0","36","0","31","0","94","0","80","0","166","0","62","0","64","0","56","0","223","0","111","0","0","0","0","0","0","0","33","0","28","0","0","0","0","0","324","0","198","0","0","0","384","0","639","0","199","0","294","0","318","0","86","0","5","0","0","0","200","0","216","0","3","0","583","0","2","0","0","28","31","172","172","2430","2190","65","65","Oceanside, New York USA","Baguio City Philippines","3","blue"
"0","0","1","3","2","3","6","34","2","13","20","38","12","24","29","64","21","50","18","161","16","124","79","264","31","94","8","186","8","144","63","487","24","259","0","70","0","60","1","0","13","41","10","35","0","295","0","136","105","611","55","362","1","79","167","1138","110","1332","779","981","70","632","264","863","0","174","38","7","0","97","31","238","786","1134","0","37","946","2119","3","5","0","1","33","30","170","167","1994","1907","65","65","Quixada, Ceara Brazil","Lindenhurst, New York United States","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","34","35","185","182","2005","464","84","84","Southampton England","Brick, NJ USA","3","red"
"0","0","0","0","0","1","0","11","0","6","0","18","0","13","0","113","0","108","0","50","0","47","0","38","0","18","0","188","0","172","0","150","0","116","0","0","0","0","0","0","0","13","0","13","0","0","0","0","0","276","0","237","0","0","0","388","0","971","0","229","0","794","0","869","0","547","0","188","0","0","0","51","0","240","0","8","0","617","0","2","0","2","34","34","185","190","2428","1938","84","84","Sunninghill, Johannesburg Gauteng South Africa","Stockholm Sweden","3","red"
"0","0","0","0","0","0","3","4","1","1","12","16","7","11","18","24","13","18","16","21","12","16","70","103","26","39","25","36","21","29","85","124","38","55","6","9","3","6","0","0","8","12","7","10","25","43","12","22","114","162","60","85","9","19","114","162","157","232","372","550","114","167","222","292","34","45","20","33","8","14","31","42","392","573","8","11","487","709","0","0","0","0","24","29","165","154","2344","2338","52","52","Denver, Colorado USA","Irvine, California United States","5","red"
"0","0","0","0","0","0","0","0","0","0","5","3","4","2","7","3","6","2","9","0","7","0","55","16","25","6","0","2","0","2","50","11","20","3","0","0","0","0","0","0","0","4","0","3","0","0","0","0","64","18","32","8","0","0","13","0","5","0","261","0","0","0","1","0","0","0","0","0","0","0","0","0","269","0","0","0","274","0","1","1","0","0","33","29","185","182","2161","2104","77","77","Copenhagen Denmark","Makhachkala Russia","3","red"
"0","0","0","1","0","0","0","1","0","0","0","23","0","12","0","23","0","12","0","12","0","5","0","148","0","39","0","10","0","7","0","135","0","27","0","16","0","16","0","0","0","0","0","0","0","167","0","42","0","170","0","51","0","106","0","54","0","132","0","657","0","121","0","189","0","2","0","0","0","13","0","0","0","680","0","0","0","711","0","1","0","0","27","32","177","177","2001","669","70","77","Balneario Camboriu, Santa Catarina Brazil","Vancouver, Washington USA","3","red"
"0","0","2","0","1","0","6","0","4","0","13","0","8","0","22","0","17","0","40","0","26","0","26","4","5","2","7","2","4","2","46","6","16","4","21","0","10","0","0","0","0","0","0","0","60","0","40","0","73","6","35","4","0","0","276","0","185","0","199","0","71","0","425","0","12","0","7","0","52","0","0","0","224","0","0","0","475","0","1","1","0","0","29","34","177","177","2192","1910","61","61","Visalia, California USA","Colleyville, TX USA","3","blue"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","29","24","175","167","2467","2326","65","61","Taipei Taiwan","Paris France","3","red"
"0","0","1","0","0","0","0","0","0","0","4","0","1","0","4","0","1","0","5","0","1","0","46","0","15","0","0","0","0","0","40","0","10","0","0","0","0","0","0","0","7","0","5","0","0","0","0","0","51","0","16","0","5","0","47","0","31","0","249","0","31","0","121","0","0","0","0","0","0","0","11","0","263","0","15","0","296","0","1","0","0","0","26","26","193","182","2740","2780","84","93","Orlando, Florida USA","Sioux Falls, South Dakota USA","3","blue"
"0","0","1","1","0","1","5","18","0","4","25","119","13","58","25","128","13","66","4","99","1","66","74","688","19","193","0","34","0","26","51","631","6","169","0","68","0","33","0","2","2","59","1","47","0","295","0","103","78","821","20","285","0","0","34","1160","20","340","826","2834","0","82","40","241","0","0","0","0","0","15","0","64","840","2947","0","3","860","3994","1","5","0","0","33","30","175","167","515","1527","65","65","Brooklyn, New York United States","Rio de Janeiro Brazil","3","red"
"0","0","0","0","0","0","0","2","0","0","0","28","0","21","0","44","0","36","0","36","0","28","0","130","0","67","0","1","0","1","0","113","0","52","0","0","0","0","0","0","0","10","0","8","0","0","0","0","0","167","0","96","0","0","0","209","0","61","0","422","0","6","0","273","0","0","0","0","0","0","0","6","0","464","0","0","0","631","0","1","0","0","25","31","172","172","2809","2757","61","61","Manaus, Amazonas Brazil","Santa Rose, California USA","3","blue"
"0","0","1","0","2","1","3","3","1","2","4","29","1","26","4","32","1","29","3","30","2","30","24","110","11","47","1","9","0","9","21","106","9","47","0","0","0","0","0","0","3","11","3","10","0","0","0","0","28","149","13","86","26","0","93","332","37","78","119","536","31","32","409","37","0","0","0","0","0","0","5","32","142","563","0","0","212","868","2","1","0","1","27","24","177","167","2296","2326","56","61","Shizuoka Japan","Paris France","3","red"
"0","0","2","0","3","0","16","13","10","5","23","5","19","5","31","30","26","30","25","33","23","31","137","77","42","30","78","66","59","54","196","143","86","82","0","0","0","0","0","0","13","3","12","3","0","0","0","0","240","176","124","115","211","26","438","176","1061","488","677","395","839","331","1646","331","71","75","267","91","0","0","260","136","725","412","30","3","1115","571","4","1","0","1","27","39","187","182","2246","2324","84","84","Coconut Creek, Florida United States","Melbourne, Victoria Australia","3","red"
"0","0","3","1","3","2","10","13","3","7","37","37","24","29","45","89","32","76","84","70","63","46","240","154","74","56","19","219","17","190","262","341","92","203","44","12","42","11","0","0","23","5","17","5","149","182","58","80","343","443","154","292","0","0","677","415","181","1131","1142","693","24","913","278","970","0","129","0","341","24","28","0","166","1345","815","0","249","1819","1108","3","3","0","3","28","25","170","160","2150","2079","61","52","Colorado Spring, Colorado United States","Niteroi, Rio de Janeiro Brazil","3","blue"
"1","0","1","2","0","1","1","1","0","1","71","29","48","19","100","87","77","77","133","77","103","56","417","466","201","190","35","87","35","84","433","480","218","200","38","46","32","40","0","0","52","48","44","43","326","334","219","152","585","630","339","330","0","0","464","506","487","422","1425","1888","297","253","357","1594","137","30","24","163","49","0","0","51","1544","1990","87","9","1889","2394","4","5","0","0","33","30","165","167","2133","2099","61","61","Campina Grande, Paraiba Brazil","Cleveland, Ohio USA","3","blue"
"0","0","0","0","0","0","4","4","1","1","15","18","10","12","22","26","17","19","20","24","16","18","100","111","37","41","32","36","26","29","119","130","52","56","8","9","5","6","0","0","10","13","8","10","41","42","20","20","154","172","80","89","14","19","141","167","194","225","549","589","139","154","267","292","35","40","24","28","12","12","40","40","566","617","9","12","648","752","0","0","0","0","26","25","160","162","2120","2468","52","52","Moscow Russia","Warsaw Poland","3","blue"
"0","0","0","0","0","2","0","12","0","8","0","24","0","12","0","55","0","41","0","26","0","15","0","157","0","59","0","153","0","120","0","268","0","140","0","8","0","6","0","2","0","9","0","9","0","67","0","40","0","336","0","194","0","93","0","37","0","388","0","845","0","377","0","453","0","172","0","11","0","27","0","69","0","871","0","5","0","882","0","3","0","0","31","28","180","180","2585","1814","70","70","Indianapolis, Indiana USA","San Francisco, CA USA","3","blue"
"0","0","0","2","0","0","0","1","0","0","0","3","0","2","0","3","0","2","0","3","0","0","0","61","0","13","0","50","0","43","0","106","0","52","0","0","0","0","0","1","0","5","0","2","0","0","0","0","0","114","0","56","0","0","0","70","0","6","0","540","0","6","0","294","0","0","0","0","0","0","0","6","0","545","0","0","0","610","0","1","0","0","0","31","182","185","2584","1965","77","84","","Houston, TX USA","3","blue"
"0","0","0","3","0","0","0","2","0","2","0","12","0","9","0","20","0","17","0","14","0","6","0","51","0","15","0","70","0","53","0","112","0","55","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","135","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","29","35","172","180","2266","454","61","61","Woburn, Massachusetts USA","Tucson, AZ USA","3","blue"
"0","0","0","0","1","2","1","2","1","1","5","17","3","8","5","17","3","8","3","0","2","0","16","57","7","27","0","0","0","0","10","29","3","8","7","26","4","23","0","2","4","3","3","3","12","37","5","16","19","57","9","27","0","4","26","22","50","25","144","438","24","15","28","15","0","0","0","0","24","9","0","2","144","450","0","0","170","460","1","2","1","2","33","33","172","185","509","1076","70","77","Sparta, New Jersey United States","Albuquerque, New Mexico United States","5","red"
"0","0","0","0","2","1","4","3","1","0","1","20","1","14","6","21","6","15","2","53","2","38","12","268","4","127","16","32","12","28","21","301","10","153","0","0","0","0","0","0","3","31","2","25","0","0","0","0","30","353","18","193","6","0","11","167","169","134","90","1457","169","26","169","179","0","0","38","2","0","0","125","24","101","1471","0","0","101","1624","1","2","1","2","27","26","182","180","2851","2737","77","77","Cape Coral, Florida United States","Houston, Texas United States","3","no contest"
"0","0","0","0","0","0","0","9","0","1","0","7","0","6","0","11","0","9","0","12","0","8","0","65","0","14","0","43","0","24","0","109","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","46","0","0","0","70","0","191","0","689","0","143","0","143","0","94","0","9","0","0","0","40","0","705","0","0","0","759","0","1","0","0","34","26","180","190","2366","2233","104","109","Moscow Russia","Prague Czech Republic","3","red"
"1","0","4","4","2","5","20","13","7","1","65","80","33","48","98","115","65","80","48","101","35","80","767","342","257","99","172","107","129","100","847","342","321","129","60","65","39","51","1","0","36","81","30","60","363","89","136","62","987","550","421","279","0","87","388","591","843","604","3071","2496","702","253","1416","1430","364","25","194","28","23","33","106","78","3229","2538","15","2","3459","3087","6","6","2","0","23","33","167","167","2118","2007","56","56","Milwaukee, Wisconsin USA","Phoenix, Arizona USA","3","blue"
